sample,conductance_mean,conductance_std,conductance_mean_nz,conductance_std_nz,conductive_fraction
34,0.0,0.0,,,0.0
35,0.081588920715138,0.10760903610604922,0.17204620237757365,0.09410229043450707,0.4742268041237113
36,0.0,0.0,,,0.0
37,0.0030949724879342513,0.011499576726323684,0.017659548901742497,0.02230120051343703,0.17525773195876287
38,0.0,0.0,,,0.0
39,0.0,0.0,,,0.0
40,0.1767150233813028,0.1384409138217045,0.2764735043223608,0.04903837203877271,0.6391752577319587
41,0.09802863879121194,0.1075106434610442,0.16682066601311507,0.09051995204200874,0.5876288659793815
42,0.04708088187912142,0.1926755769332786,0.13431898653749347,0.3069112350808922,0.35051546391752575
43,0.0,0.0,,,0.0
44,0.031096958685085198,0.04212100176677859,0.0793790787487701,0.02638625769114761,0.3917525773195876
45,0.023232748840231375,0.0356134793259263,0.052408759011684736,0.03649678429377176,0.44329896907216493
46,0.021255434422430972,0.10427606588333732,0.0644305355929939,0.1737195891818063,0.32989690721649484
47,0.0,0.0,,,0.0
48,0.0713518032561926,0.6416516215774296,0.26619711214810315,1.2182582335633494,0.26804123711340205
49,0.0,0.0,,,0.0
50,0.003492639852998758,0.014169110685982535,0.042348258217609944,0.0280854423870087,0.08247422680412371
51,0.0696219755584473,0.04566246556781383,0.09647616613099128,0.017277416853337554,0.7216494845360825
52,0.017514237444342124,0.045939522527926824,0.06795524128404745,0.06899837364914899,0.25773195876288657
53,0.1148085281792598,0.8815993918494109,0.2930638745628473,1.3898595973565304,0.3917525773195876
54,0.08454986283962036,0.12620669465034792,0.17449652543496116,0.13106322362249961,0.4845360824742268
55,0.0009957621592213033,0.0033347281248201736,0.008049077453705533,0.005754764390766098,0.12371134020618557
56,0.02747593528134845,0.05920953250560625,0.061980598192809315,0.07595882037424648,0.44329896907216493
57,0.013390010026394008,0.014755406161235047,0.024977518703081125,0.010803151161778941,0.5360824742268041
58,0.07496981705290308,0.14181027029203241,0.10853839185271046,0.15959705400418608,0.6907216494845361
59,0.18605494970567082,0.4443189545014007,0.3538692180676484,0.5622272904543894,0.5257731958762887
60,0.0001401370968032336,0.0008119790275187948,0.0019418997699876658,0.002374301901770021,0.07216494845360824
61,0.0546798596228401,0.12755147499147743,0.12628443770036882,0.16891410172617494,0.4329896907216495
62,0.0,0.0,,,0.0
63,0.0,0.0,,,0.0
64,0.0115552608051002,0.0367259466006691,0.08006144986390852,0.06213307287047301,0.14432989690721648
65,0.11630618575839324,0.16628468904879723,0.20145892890293116,0.17532827800681863,0.5773195876288659
66,0.11293718009263298,0.09524806956129675,0.185676380830261,0.03754133327514003,0.6082474226804123
67,0.04205997783099052,0.049023895218205486,0.08869169238274087,0.03052985066095706,0.4742268041237113
68,0.03803682734156765,0.14244930654634053,0.11529913287912694,0.22934963893172483,0.32989690721649484
69,0.19851715899894093,0.15114402064716628,0.29624868342918886,0.07168130848282821,0.6701030927835051
70,0.0,0.0,,,0.0
71,0.16976731190856678,0.8403995097071706,0.3503708352155528,1.1808241247659153,0.4845360824742268
