sample,x0: fuel to oxidizer ratio,x1: acac amount,x2: total concentration,x3: temperature,conductance - mean,conductance - std,XRF-normalized conductance - mean,XRF-normalized conductance - std,Conductivity - mean
18,1.22516904234653,0.8388251693268431,0.006027813441606176,187.7301025390625,0.009736677870825312,0.01578135602199647,8.980047445031154e-08,5.649512349413368e-08,12.413876915755912
19,0.677137989085406,0.001599420684595816,0.006823829994651747,187.97076416015625,0.0,0.0,0.0,1e-07,0.0
20,0.6161539878046057,0.6854556291285439,0.008193314611046278,235.84002685546875,0.02698273882890489,0.15738666060639958,1.3693593448852133e-07,1.4227576977181336e-07,18.929809073838598
21,1.9138782140494752,0.8349009770548428,0.010236019850055228,206.0760040283203,0.04540787261711345,0.34409819100636074,4.4309659797690424e-08,3.572702693223492e-08,6.125297959443449
22,1.9052461236346188,0.2639737768695874,0.00893651282466279,194.2229461669922,0.0,0.0,0.0,1e-07,0.0
23,0.7871135572733367,0.7843903609949696,0.005931705305819456,278.2362060546875,0.08837232921502297,0.08325631944960475,6.462279471904813e-07,1.8861286042756735e-07,89.33353910488626
24,1.828055230368973,0.3646567817411741,0.008200177819608367,243.98753356933602,0.05705784155049104,0.05111006670589738,3.5043544528272515e-07,7.739572042164987e-08,48.443646999492806
25,0.474931799634747,0.3926618966855892,0.0108333062250077,265.2755126953125,0.028408211223334718,0.15249815210711906,1.792188975262671e-08,1.3129060288344429e-08,2.4774939648003524
26,1.5931866677417452,0.6225943564398634,0.006446742364642682,242.4893341064453,0.0352968891081991,0.039484606376592415,2.7923639825153264e-07,5.658742274082508e-08,38.60120227105882
27,1.5989927708122915,0.4231594778853558,0.009479139573492194,256.02850341796875,0.062375605139044436,0.06367725826208334,3.6319622151115725e-07,7.242470311784549e-08,50.20767671558202
28,1.0416879613227503,0.6514632343041622,0.009139424174762493,193.8902282714844,0.002052216494374988,0.00813585889509913,2.2202100883631985e-08,1.7306244757480794e-08,3.0691836466087494
29,1.0674517008183622,0.6408553038760352,0.011161253506619652,253.3841552734375,0.1827708963845874,0.9639724276722728,1.2603137200112314e-07,1.0596645889404144e-07,17.42237943755497
30,1.46089427877499,0.6980747615101084,0.0064878662951265475,191.34103393554688,0.0,0.0,0.0,1e-07,0.0
31,0.1440203001906288,0.03581573084009493,0.01031120243161888,237.27679443359366,0.0,0.0,0.0,1e-07,0.0
32,1.3794401785290171,0.4209633525101907,0.008834437312906847,213.50131225585938,0.00495347534526497,0.007178511786608284,4.0590180291083745e-08,1.3142561886401429e-08,5.611122939006999
33,0.3319241836903281,0.64026652311587,0.010922764381737731,224.81103515625,0.003867810777124104,0.016460628250046818,1.849891238803988e-07,1.3113402984429464e-07,25.572606700151194
34,0.3273602467903798,0.6527667287596904,0.008966852488563805,206.2417297363281,0.0020655482653005428,0.00872036852766632,1.1841564886619791e-07,1.0985326164824245e-07,16.369593801397247
35,0.998532232373164,0.6245860404443553,0.006643857418732775,251.3965759277344,0.11134659068428572,0.10720746296652807,5.806680315557346e-07,2.244740176402334e-07,80.2706390670094
36,1.2199194589276987,0.2810854023223233,0.011163439834996907,210.8817443847656,0.0057756794473576,0.010468411155130444,4.4941112467344044e-08,2.6768956940214028e-08,6.212588987327081
37,1.242606750860436,0.5445101016393356,0.010860779323445544,191.7434234619141,0.0,0.0,0.0,1e-07,0.0
38,1.0725072783189509,0.4819598362249935,0.007679300678646542,262.36358642578125,0.04044706561167778,0.05207358778401719,4.160794202127269e-07,8.89348341738526e-08,57.518167262667
39,1.2082375171287605,0.6429538994408515,0.006393622456483557,262.9237060546875,0.0978797602021284,0.11756546660919776,6.001912970601419e-07,1.5799664429794555e-07,82.96950470718416
40,0.3147977153267825,0.06356256417961614,0.007593067343586433,259.38018798828125,0.09419990076605524,0.4773270326421753,1.6178823380560779e-07,1.6645481112653e-07,22.3653520003578
41,0.4714884432296481,0.5567277979093419,0.0061726936374323395,245.83518981933602,0.1098750385863304,0.3309672570065129,2.8961165161777005e-07,2.2763603718948674e-07,40.03546104359481
42,1.6701389029788265,0.6745862710558332,0.00936318541639339,213.9300842285156,0.013528764562180023,0.021006051328969662,1.1877603560950336e-07,5.285809224628138e-08,16.419413100246715
43,0.2852713641439133,0.00645709801970881,0.011828791835714869,238.73486328125,0.02680191481210396,0.05990137649646295,1.9456227516026632e-07,1.6964745817369234e-07,26.89598413675865
44,1.488420661973648,0.42112756011327457,0.009389331405494855,274.64224243164057,0.04218388571127952,0.04049766386474859,2.039923536310188e-07,5.586863908515924e-08,28.1995834123573
45,0.7809437389433864,0.6704617187127961,0.010766898902664229,249.60479736328125,0.19954473314451854,1.2779847603017809,3.1686597315373744e-07,2.3413645878509914e-07,43.80305575888933
46,1.8136629481465736,0.9107683610183774,0.010458892044832252,264.76516723632807,0.07805146180256209,0.4704198607644686,7.216163215331326e-08,4.2432911027303096e-08,9.975510987828388
47,0.2529727121188095,0.11942516341163464,0.006728260387925812,245.66094970703125,0.08305458056478066,0.10210136417517253,3.619766380943439e-07,1.860778700143232e-07,50.03908341451662
48,1.1692402441089198,0.4098287660131987,0.009758697470529308,219.53761291503903,0.04348355063112296,0.0337895559202521,1.4204856277503462e-07,7.488435390175585e-08,19.63657079924469
49,1.1582394311284356,0.8557005027071509,0.006712816190883493,210.98619079589844,0.06582417328419972,0.07958738481621506,3.8704577292925023e-07,1.7724537375371207e-07,53.50460134334685
50,0.4014082139553659,0.9930335402128956,0.006607534882364009,225.626708984375,0.019302590782592832,0.04159206156819239,2.1796384348045315e-07,2.0222418398561688e-07,30.130980282833512
51,2.122894599444685,0.1564733908908031,0.007033235174489219,217.8981475830078,0.0,0.0,0.0,1e-07,0.0
52,0.03852638395056559,0.3641352323628472,0.008737092798320056,241.0874786376953,0.005488329312873701,0.034831067838067865,2.2468384679374825e-07,3.992627552717768e-07,31.05994301399231
53,1.2264739373489864,0.9178080463959096,0.007995803919483952,221.8125305175781,0.015051272014630156,0.031987583288631154,1.7139179576918691e-07,1.0295055183771273e-07,23.692933362243274
54,2.116031347760061,0.7973476320537287,0.006622863424590655,247.32650756835938,0.020269348676590727,0.03478387908144786,2.3787782175803037e-07,1.3227845999194285e-07,32.883857444720526
55,1.2724797958936152,0.37553189826321337,0.010563566992545136,229.0835723876953,0.032807048606187286,0.03430422821178048,1.6895562359124986e-07,5.8345953959714237e-08,23.35616073662387
56,0.9859593284102828,0.19994140520960624,0.011299847101182012,222.42608642578125,0.02172988351652141,0.032509306169705765,1.4446075356340618e-07,4.674205627561115e-08,19.970028275137352
57,1.9717930486012016,0.27998273637010346,0.009350387247497129,193.2445068359375,0.0,0.0,0.0,1e-07,0.0
58,2.267452823156593,0.6940803125987319,0.0061389244014229795,276.46014404296875,0.032184816936149635,0.039714423319138326,2.7538220022720585e-07,1.4124193350385414e-07,38.06840397376901
59,1.8970154172885163,0.5515398449835759,0.008988482417727699,203.6941375732422,0.0,0.0,0.0,1e-07,0.0
60,0.1966436706520049,0.9604375890482534,0.008978010979419917,199.0947723388672,2.2303544567385715e-05,0.0002185292145820752,0.0,1e-07,0.0
61,0.6387300650294385,0.8275339403146493,0.006030000722052936,192.97093200683602,0.010156878503023973,0.02199123004348693,7.474156132896035e-08,5.5354975794576776e-08,10.33215635561619
62,1.238585401318461,0.2473963027130492,0.0078693941319987,213.1377868652344,0.00013322569061138188,0.0004445219558331448,2.37242881094523e-09,1.6162275581586984e-09,0.3279608424203049
63,0.8560318699600269,0.4525086484491211,0.006997181685562873,213.22091674804688,0.05125236783987177,0.05277531156251111,3.1866802063896576e-07,1.2354478896331039e-07,44.05216798034368
