sample,condxrf_avg,condxrf_std,condxrf_count,manual,condxrfman_avg,condxrfman_std
49,3.870457729292502e-07,1.7724537375371207e-07,39,False,3.870457729292502e-07,1.7724537375371207e-07
50,2.1796384348045315e-07,2.0222418398561686e-07,24,False,2.1796384348045315e-07,2.0222418398561686e-07
51,,,0,True,0.0,1e-07
52,2.2468384679374825e-07,3.9926275527177675e-07,7,False,2.2468384679374825e-07,3.9926275527177675e-07
53,1.7139179576918691e-07,1.0295055183771274e-07,21,False,1.7139179576918691e-07,1.0295055183771274e-07
54,2.378778217580304e-07,1.3227845999194285e-07,29,False,2.378778217580304e-07,1.3227845999194285e-07
55,1.6895562359124983e-07,5.834595395971425e-08,38,False,1.6895562359124983e-07,5.834595395971425e-08
56,1.4446075356340618e-07,4.674205627561115e-08,27,False,1.4446075356340618e-07,4.674205627561115e-08
57,,,0,True,0.0,1e-07
58,2.7538220022720585e-07,1.412419335038541e-07,45,False,2.7538220022720585e-07,1.412419335038541e-07
59,,,0,True,0.0,1e-07
60,5.114848669530089e-09,,1,True,0.0,1e-07
61,7.742185479891866e-08,5.4526492032826927e-08,27,False,7.742185479891866e-08,5.4526492032826927e-08
62,2.286000739387399e-09,1.6760233197497023e-09,11,False,2.286000739387399e-09,1.6760233197497023e-09
63,3.1866802063896576e-07,1.2354478896331039e-07,46,False,3.1866802063896576e-07,1.2354478896331039e-07
